img,num_corners,colorfulness,imdbId,Title,Poster,year,is_history,is_family,is_scifi,is_adult,is_crime,is_sport,is_short,is_war,is_western,is_biography,is_action,is_gameshow,is_animation,is_romance,is_music,is_documentary,is_comedy,is_thriller,is_talkshow,is_adventure,is_mystery,is_filmnoir,is_horror,is_musical,is_fantasy,is_realitytv,is_news,is_drama,decade
action_posters/all/00s/1483385.jpg,96,37.82966249534787,1483385,"HÌ¢do ribenji, MirÌ¨ (2008)","https://images-na.ssl-images-amazon.com/images/M/MV5BZDAwY2U4M2ItNzkyOS00ODYyLThiZjUtZTE1MGU2NDdmOTFmXkEyXkFqcGdeQXVyNjUzMDE2Mjg@._V1_UY268_CR2,0,182,268_AL_.jpg",2008.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
action_posters/all/00s/1483421.jpg,97,44.45616003231065,1483421,Laughing Gor: Bin chit (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4M2UwZDMtYTE1Zi00NmY4LThjM2YtODNkMzUyZjhmZjdlXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY268_CR4,0,182,268_AL_.jpg",2009.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
action_posters/all/00s/1543283.jpg,72,35.18650443484897,1543283,MGS: Philanthropy (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTE4MDUyOV5BMl5BanBnXkFtZTcwMDYwNzkyNQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",2009.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/160009.jpg,48,93.4085022694605,160009,The Art of War (2000),"https://images-na.ssl-images-amazon.com/images/M/MV5BNzAyMjE2MDI3M15BMl5BanBnXkFtZTYwNTIwMzg2._V1_UX182_CR0,0,182,268_AL_.jpg",2000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/164052.jpg,56,18.18263480714477,164052,Hollow Man (2000),"https://images-na.ssl-images-amazon.com/images/M/MV5BZTM1MjM2Y2QtOTMyOS00ZTE4LWFiZTEtMjBjMjg3NmE0ZjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR7,0,182,268_AL_.jpg",2000.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,00s
action_posters/all/00s/179626.jpg,110,32.397080989865266,179626,15 Minutes (2001),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzQ1MzIwNl5BMl5BanBnXkFtZTYwMTAxODc5._V1_UY268_CR2,0,182,268_AL_.jpg",2001.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
action_posters/all/00s/184894.jpg,79,49.07925716543325,184894,Shanghai Noon (2000),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MjE2MzUwOV5BMl5BanBnXkFtZTYwMTk5NjU3._V1_UX182_CR0,0,182,268_AL_.jpg",2000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/209163.jpg,99,67.76664221143369,209163,The Mummy Returns (2001),"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",2001.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,00s
action_posters/all/00s/215135.jpg,156,75.21425562144792,215135,Route 666 (2001),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NDg2OTkxMF5BMl5BanBnXkFtZTcwNDc4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",2001.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,00s
action_posters/all/00s/232079.jpg,109,75.69283160004136,232079,Mela (2000),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTE2NjcwN15BMl5BanBnXkFtZTcwODA3ODgzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",2000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
